backend,size,op,field,method,median_ms,p95_ms,cleanup_ms,seed_ms_dense,seed_ms_sparse
sqlite,300000,sort,date_sparse,legacyJsonb,384.65287500002887,384.8790000000122,5305.15991599998,7686.654457999993,41854.886541000014
sqlite,300000,sort,date_sparse,v2,294.7649795000018,298.75416699997004,5305.15991599998,7686.654457999993,41854.886541000014
sqlite,1000000,filter,text,legacy,0.9656870000185336,1.0228749999896536,26571.406208999975,51416.61775,325420.24591700005
sqlite,1000000,filter,text,legacyJsonb,0.18387500000471846,0.32137499999862484,26571.406208999975,51416.61775,325420.24591700005
sqlite,1000000,filter,text,v2,0.08068749997391933,0.09362500009046926,26571.406208999975,51416.61775,325420.24591700005
sqlite,1000000,filter,number,legacy,0.3030419999845435,0.31195799999750307,26571.406208999975,51416.61775,325420.24591700005
sqlite,1000000,filter,number,legacyJsonb,0.058374999980514986,0.06562499993378879,26571.406208999975,51416.61775,325420.24591700005
sqlite,1000000,filter,number,v2,0.025375500001700857,0.033083999937844055,26571.406208999975,51416.61775,325420.24591700005
sqlite,1000000,filter,option,legacy,0.3195625000671498,0.36858299995401467,26571.406208999975,51416.61775,325420.24591700005
sqlite,1000000,filter,option,legacyJsonb,0.10354150003877294,0.1339169999710066,26571.406208999975,51416.61775,325420.24591700005
sqlite,1000000,filter,option,v2,0.029479500028628536,0.03870800003369368,26571.406208999975,51416.61775,325420.24591700005
sqlite,1000000,filter,date,legacy,5.156000000056338,6.809875000044485,26571.406208999975,51416.61775,325420.24591700005
sqlite,1000000,filter,date,legacyJsonb,3.2244164999610803,3.843999999958214,26571.406208999975,51416.61775,325420.24591700005
sqlite,1000000,filter,date,v2,0.20620800006554418,0.2152910000177144,26571.406208999975,51416.61775,325420.24591700005
sqlite,1000000,filter,date,indexed,0.005145500040271145,0.010375000101703336,26571.406208999975,51416.61775,325420.24591700005
sqlite,1000000,filter,text_sparse,legacy,18.498874999977488,20.572874999970736,26571.406208999975,51416.61775,325420.24591700005
sqlite,1000000,filter,text_sparse,legacyJsonb,10.390958499954195,24.472208000020146,26571.406208999975,51416.61775,325420.24591700005
sqlite,1000000,filter,text_sparse,v2,3.1008335000137777,3.527708000092389,26571.406208999975,51416.61775,325420.24591700005
sqlite,1000000,filter,number_sparse,legacy,1.1082710000209772,1.312999999981912,26571.406208999975,51416.61775,325420.24591700005
sqlite,1000000,filter,number_sparse,legacyJsonb,0.6140829999594644,1.6793340000731405,26571.406208999975,51416.61775,325420.24591700005
sqlite,1000000,filter,number_sparse,v2,0.313395499915714,0.5667919999723381,26571.406208999975,51416.61775,325420.24591700005
sqlite,1000000,filter,option_sparse,legacy,0.6896034999499534,0.8285000001251319,26571.406208999975,51416.61775,325420.24591700005
sqlite,1000000,filter,option_sparse,legacyJsonb,0.21925050009485858,0.4635000000234868,26571.406208999975,51416.61775,325420.24591700005
sqlite,1000000,filter,option_sparse,v2,0.14233349997994083,0.2080000001569715,26571.406208999975,51416.61775,325420.24591700005
sqlite,1000000,filter,date_sparse,legacy,18.63962499999161,29.103292000172587,26571.406208999975,51416.61775,325420.24591700005
sqlite,1000000,filter,date_sparse,legacyJsonb,9.82379100014441,10.593917000051079,26571.406208999975,51416.61775,325420.24591700005
sqlite,1000000,filter,date_sparse,v2,2.929333499992026,3.591290999793273,26571.406208999975,51416.61775,325420.24591700005
sqlite,1000000,sort,text,legacy,9937.336500000016,9937.336500000016,26571.406208999975,51416.61775,325420.24591700005
